# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-27/bam/J-27.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	15
+	30	13734
+	31	17836
+	32	21145
+	33	21188
+	34	17505
+	35	17159
+	36	17554
+	37	18906
+	38	20825
+	39	23177
+	40	26322
+	41	30635
+	42	34990
+	43	38638
+	44	37605
+	45	36427
+	46	37721
+	47	40020
+	48	42308
+	49	46519
+	50	51205
+	51	58270
+	52	64996
+	53	69085
+	54	69833
+	55	69614
+	56	73352
+	57	79547
+	58	89709
+	59	89294
+	60	97169
+	61	95200
+	62	108354
+	63	117730
+	64	114032
+	65	35179
+	66	89837
+	67	235941
+	68	617522
+	69	1674423
+	70	2091802
+	71	11269
+	72	2016
+	73	489
+	74	160
-	28	3
-	29	20
-	30	13819
-	31	17931
-	32	21592
-	33	21470
-	34	17902
-	35	17269
-	36	17650
-	37	18713
-	38	20706
-	39	23574
-	40	26081
-	41	30268
-	42	35256
-	43	38558
-	44	38108
-	45	36106
-	46	37937
-	47	39738
-	48	42429
-	49	45982
-	50	51526
-	51	57903
-	52	65102
-	53	68735
-	54	69601
-	55	69436
-	56	72972
-	57	79636
-	58	89814
-	59	89642
-	60	96868
-	61	94926
-	62	107088
-	63	118282
-	64	114080
-	65	35205
-	66	89912
-	67	234901
-	68	616617
-	69	1677134
-	70	2088821
-	71	11528
-	72	2026
-	73	466
-	74	176
