# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-03/bam/J-03.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	9
+	30	1769
+	31	2015
+	32	2175
+	33	2255
+	34	2495
+	35	2583
+	36	2816
+	37	2994
+	38	3319
+	39	3352
+	40	3782
+	41	3948
+	42	4054
+	43	4289
+	44	4419
+	45	4515
+	46	4781
+	47	4802
+	48	4998
+	49	5122
+	50	5211
+	51	5465
+	52	5499
+	53	5817
+	54	5787
+	55	5856
+	56	5858
+	57	6068
+	58	6493
+	59	6314
+	60	6350
+	61	5770
+	62	5675
+	63	5809
+	64	6049
+	65	741
+	66	1949
+	67	5926
+	68	17919
+	69	62935
+	70	116143
+	71	712
+	72	127
+	73	28
+	74	12
-	29	3
-	30	1804
-	31	1876
-	32	2075
-	33	2351
-	34	2469
-	35	2485
-	36	2785
-	37	3110
-	38	3321
-	39	3593
-	40	3711
-	41	3864
-	42	4065
-	43	4331
-	44	4427
-	45	4523
-	46	4735
-	47	4808
-	48	5026
-	49	5253
-	50	5294
-	51	5560
-	52	5590
-	53	5776
-	54	5843
-	55	5843
-	56	5934
-	57	6083
-	58	6437
-	59	6107
-	60	6311
-	61	5830
-	62	5688
-	63	5829
-	64	5872
-	65	742
-	66	2038
-	67	5907
-	68	17921
-	69	62677
-	70	115971
-	71	681
-	72	122
-	73	32
-	74	8
