# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-30/bam/J-30.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	2
+	29	27
+	30	4664
+	31	5284
+	32	5025
+	33	4871
+	34	4797
+	35	4895
+	36	5030
+	37	5542
+	38	5963
+	39	6362
+	40	6610
+	41	6754
+	42	7105
+	43	6799
+	44	6868
+	45	6629
+	46	6584
+	47	6749
+	48	6827
+	49	6833
+	50	7104
+	51	7204
+	52	7396
+	53	7056
+	54	6967
+	55	7020
+	56	6899
+	57	7232
+	58	7734
+	59	7489
+	60	7663
+	61	6825
+	62	6953
+	63	7146
+	64	6894
+	65	2439
+	66	6290
+	67	16555
+	68	45876
+	69	129502
+	70	159994
+	71	1110
+	72	200
+	73	39
+	74	15
-	28	2
-	29	31
-	30	4698
-	31	5083
-	32	4911
-	33	4701
-	34	4701
-	35	4919
-	36	5083
-	37	5442
-	38	5718
-	39	6243
-	40	6506
-	41	6808
-	42	6960
-	43	6731
-	44	6823
-	45	6731
-	46	6882
-	47	6688
-	48	6845
-	49	6936
-	50	7194
-	51	7177
-	52	7145
-	53	7030
-	54	7279
-	55	7107
-	56	6980
-	57	7258
-	58	7793
-	59	7635
-	60	7527
-	61	6939
-	62	6884
-	63	7076
-	64	6886
-	65	2479
-	66	6383
-	67	16432
-	68	46146
-	69	129487
-	70	159774
-	71	1122
-	72	199
-	73	55
-	74	18
