# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-63/bam/J-63.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	3
+	29	59
+	30	28197
+	31	31181
+	32	33711
+	33	35654
+	34	36597
+	35	37659
+	36	40403
+	37	43026
+	38	45650
+	39	47863
+	40	50585
+	41	53355
+	42	55283
+	43	57037
+	44	57221
+	45	57700
+	46	58009
+	47	59352
+	48	60094
+	49	60884
+	50	62144
+	51	62455
+	52	63601
+	53	63782
+	54	63889
+	55	63297
+	56	62371
+	57	63189
+	58	62822
+	59	60282
+	60	60807
+	61	60543
+	62	61036
+	63	62433
+	64	65610
+	65	68394
+	66	90651
+	67	155218
+	68	312402
+	69	750150
+	70	742234
+	71	5761
+	72	1079
+	73	270
+	74	90
-	28	4
-	29	56
-	30	28040
-	31	30946
-	32	33376
-	33	35285
-	34	36467
-	35	38071
-	36	40207
-	37	42477
-	38	45595
-	39	48214
-	40	51119
-	41	53616
-	42	55540
-	43	57408
-	44	57194
-	45	57751
-	46	58337
-	47	58710
-	48	59458
-	49	60944
-	50	61393
-	51	62611
-	52	63896
-	53	63969
-	54	63453
-	55	63298
-	56	62863
-	57	63181
-	58	63034
-	59	60752
-	60	61444
-	61	60297
-	62	60984
-	63	62356
-	64	65566
-	65	68526
-	66	90672
-	67	154894
-	68	313365
-	69	750108
-	70	740925
-	71	5743
-	72	1163
-	73	264
-	74	86
