# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/JDS3_01/J-55/bam/J-55.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	7
+	30	169
+	31	129
+	32	135
+	33	162
+	34	152
+	35	165
+	36	142
+	37	155
+	38	170
+	39	182
+	40	160
+	41	191
+	42	182
+	43	221
+	44	196
+	45	205
+	46	199
+	47	217
+	48	227
+	49	235
+	50	232
+	51	250
+	52	250
+	53	275
+	54	285
+	55	294
+	56	283
+	57	286
+	58	293
+	59	321
+	60	287
+	61	262
+	62	284
+	63	293
+	64	256
+	65	21
+	66	53
+	67	156
+	68	526
+	69	1813
+	70	3301
+	71	21
+	73	1
-	29	8
-	30	141
-	31	138
-	32	127
-	33	156
-	34	132
-	35	161
-	36	149
-	37	135
-	38	166
-	39	130
-	40	165
-	41	196
-	42	186
-	43	183
-	44	231
-	45	224
-	46	227
-	47	207
-	48	250
-	49	242
-	50	241
-	51	259
-	52	264
-	53	264
-	54	254
-	55	266
-	56	283
-	57	293
-	58	310
-	59	284
-	60	271
-	61	308
-	62	294
-	63	267
-	64	252
-	65	21
-	66	53
-	67	151
-	68	513
-	69	1801
-	70	3319
-	71	19
-	72	2
-	73	1
