# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-48/bam/J-48.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	7
+	29	45
+	30	28044
+	31	30057
+	32	31868
+	33	33412
+	34	35038
+	35	36850
+	36	38647
+	37	40972
+	38	43115
+	39	44970
+	40	46921
+	41	48297
+	42	50014
+	43	50837
+	44	51123
+	45	52215
+	46	52283
+	47	52708
+	48	52844
+	49	53846
+	50	54105
+	51	53916
+	52	53548
+	53	53042
+	54	52777
+	55	51457
+	56	50887
+	57	51070
+	58	51930
+	59	49970
+	60	49255
+	61	45630
+	62	44409
+	63	42491
+	64	39025
+	65	4029
+	66	10903
+	67	30622
+	68	83899
+	69	259087
+	70	485408
+	71	2866
+	72	633
+	73	112
+	74	59
-	28	3
-	29	41
-	30	27808
-	31	30000
-	32	32187
-	33	33806
-	34	35467
-	35	36809
-	36	38816
-	37	41290
-	38	43444
-	39	44684
-	40	46858
-	41	49029
-	42	50527
-	43	50834
-	44	51201
-	45	52151
-	46	52458
-	47	53110
-	48	53292
-	49	53457
-	50	53559
-	51	54004
-	52	53395
-	53	53669
-	54	52494
-	55	51698
-	56	51064
-	57	51359
-	58	52381
-	59	49874
-	60	48839
-	61	45139
-	62	44387
-	63	43261
-	64	38969
-	65	4166
-	66	10860
-	67	30160
-	68	84227
-	69	258815
-	70	484032
-	71	2895
-	72	577
-	73	129
-	74	66
