# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-31/bam/J-31.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	9
+	30	495
+	31	459
+	32	529
+	33	550
+	34	594
+	35	533
+	36	573
+	37	592
+	38	627
+	39	706
+	40	760
+	41	822
+	42	858
+	43	935
+	44	963
+	45	954
+	46	971
+	47	927
+	48	1020
+	49	1084
+	50	1164
+	51	1138
+	52	1221
+	53	1277
+	54	1378
+	55	1412
+	56	1386
+	57	1531
+	58	1714
+	59	1541
+	60	1650
+	61	1465
+	62	1488
+	63	1609
+	64	1670
+	65	569
+	66	1391
+	67	3933
+	68	10983
+	69	30200
+	70	56709
+	71	1816
+	72	273
+	73	39
+	74	13
-	29	7
-	30	471
-	31	504
-	32	532
-	33	547
-	34	565
-	35	525
-	36	538
-	37	588
-	38	644
-	39	663
-	40	832
-	41	779
-	42	880
-	43	931
-	44	984
-	45	940
-	46	947
-	47	1000
-	48	979
-	49	1090
-	50	1096
-	51	1235
-	52	1244
-	53	1261
-	54	1417
-	55	1398
-	56	1510
-	57	1476
-	58	1742
-	59	1629
-	60	1615
-	61	1404
-	62	1531
-	63	1629
-	64	1734
-	65	565
-	66	1441
-	67	3946
-	68	10860
-	69	29834
-	70	56499
-	71	1779
-	72	290
-	73	42
-	74	16
