# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-37/bam/J-37.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	2
+	29	10
+	30	1429
+	31	1539
+	32	1690
+	33	1760
+	34	1884
+	35	2028
+	36	2312
+	37	2492
+	38	2640
+	39	2836
+	40	3088
+	41	3217
+	42	3399
+	43	3458
+	44	3686
+	45	3877
+	46	4024
+	47	4288
+	48	4485
+	49	4386
+	50	4620
+	51	4782
+	52	4944
+	53	5042
+	54	5195
+	55	5287
+	56	5460
+	57	5557
+	58	6129
+	59	5916
+	60	5988
+	61	5429
+	62	5505
+	63	5714
+	64	5381
+	65	1029
+	66	2813
+	67	7777
+	68	21792
+	69	62198
+	70	119439
+	71	689
+	72	145
+	73	38
+	74	11
-	29	11
-	30	1472
-	31	1588
-	32	1701
-	33	1838
-	34	1938
-	35	2034
-	36	2260
-	37	2349
-	38	2650
-	39	2851
-	40	2974
-	41	3178
-	42	3359
-	43	3581
-	44	3598
-	45	3805
-	46	3968
-	47	4333
-	48	4483
-	49	4561
-	50	4802
-	51	4859
-	52	5039
-	53	5145
-	54	5188
-	55	5190
-	56	5440
-	57	5677
-	58	6175
-	59	5804
-	60	5905
-	61	5525
-	62	5649
-	63	5692
-	64	5356
-	65	986
-	66	2775
-	67	7672
-	68	22018
-	69	62542
-	70	121077
-	71	693
-	72	129
-	73	33
-	74	13
