# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-75/bam/J-75.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	3
+	29	11
+	30	54
+	31	44
+	32	49
+	33	32
+	34	36
+	35	39
+	36	48
+	37	30
+	38	41
+	39	37
+	40	33
+	41	38
+	42	44
+	43	43
+	44	45
+	45	55
+	46	28
+	47	40
+	48	44
+	49	31
+	50	47
+	51	39
+	52	56
+	53	55
+	54	40
+	55	45
+	56	44
+	57	42
+	58	51
+	59	34
+	60	49
+	61	32
+	62	37
+	63	50
+	64	52
+	65	63
+	66	81
+	67	112
+	68	205
+	69	358
+	70	306
+	71	1
-	28	1
-	29	10
-	30	55
-	31	43
-	32	41
-	33	35
-	34	29
-	35	43
-	36	35
-	37	47
-	38	41
-	39	35
-	40	45
-	41	29
-	42	43
-	43	46
-	44	40
-	45	39
-	46	40
-	47	36
-	48	46
-	49	38
-	50	46
-	51	55
-	52	42
-	53	47
-	54	48
-	55	52
-	56	41
-	57	36
-	58	35
-	59	36
-	60	42
-	61	40
-	62	39
-	63	37
-	64	55
-	65	45
-	66	62
-	67	110
-	68	192
-	69	348
-	70	266
-	71	2
-	72	1
