# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-70/bam/J-70.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	4
+	29	94
+	30	5498
+	31	6093
+	32	6563
+	33	6825
+	34	6841
+	35	6900
+	36	7185
+	37	7613
+	38	8127
+	39	8832
+	40	9459
+	41	9653
+	42	10611
+	43	11054
+	44	11309
+	45	11456
+	46	11482
+	47	11466
+	48	11883
+	49	11966
+	50	12391
+	51	12568
+	52	12834
+	53	13048
+	54	13375
+	55	13079
+	56	12907
+	57	12856
+	58	12787
+	59	12414
+	60	12498
+	61	12420
+	62	12388
+	63	13101
+	64	13600
+	65	14036
+	66	18365
+	67	31145
+	68	61536
+	69	150555
+	70	145136
+	71	981
+	72	178
+	73	49
+	74	20
-	28	9
-	29	107
-	30	5645
-	31	6256
-	32	6525
-	33	6755
-	34	6915
-	35	6968
-	36	7295
-	37	7583
-	38	8244
-	39	8907
-	40	9116
-	41	10044
-	42	10581
-	43	11362
-	44	11332
-	45	11366
-	46	11234
-	47	11668
-	48	12012
-	49	12106
-	50	12231
-	51	12651
-	52	13004
-	53	13052
-	54	12902
-	55	13003
-	56	12876
-	57	12825
-	58	12837
-	59	12618
-	60	12529
-	61	12281
-	62	12686
-	63	12843
-	64	13504
-	65	13686
-	66	18308
-	67	31302
-	68	61735
-	69	150145
-	70	145115
-	71	1004
-	72	198
-	73	50
-	74	18
