# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-11/bam/J-11.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	22
+	30	5885
+	31	7041
+	32	7840
+	33	7979
+	34	7740
+	35	7711
+	36	8272
+	37	9014
+	38	9483
+	39	10490
+	40	11576
+	41	12657
+	42	13711
+	43	14530
+	44	14026
+	45	14012
+	46	13941
+	47	13974
+	48	14144
+	49	14832
+	50	15485
+	51	16699
+	52	17200
+	53	17326
+	54	16471
+	55	15881
+	56	15550
+	57	15855
+	58	16273
+	59	15973
+	60	16377
+	61	15903
+	62	16537
+	63	16418
+	64	14874
+	65	1137
+	66	3135
+	67	8837
+	68	26366
+	69	96258
+	70	179576
+	71	1131
+	72	300
+	73	47
+	74	22
-	28	3
-	29	20
-	30	5989
-	31	7013
-	32	7794
-	33	8111
-	34	7755
-	35	7787
-	36	8393
-	37	8893
-	38	9533
-	39	10590
-	40	11745
-	41	13020
-	42	13639
-	43	14317
-	44	14235
-	45	13873
-	46	14032
-	47	14113
-	48	14324
-	49	14836
-	50	15560
-	51	16460
-	52	16898
-	53	16846
-	54	16708
-	55	15731
-	56	15624
-	57	15968
-	58	16091
-	59	15677
-	60	16151
-	61	15737
-	62	16336
-	63	16216
-	64	14867
-	65	1153
-	66	3098
-	67	8940
-	68	26396
-	69	96582
-	70	179177
-	71	1043
-	72	278
-	73	45
-	74	22
