# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-06/bam/J-06.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	17
+	30	3566
+	31	4165
+	32	4588
+	33	4965
+	34	5355
+	35	5718
+	36	6007
+	37	6739
+	38	7418
+	39	8036
+	40	8631
+	41	9134
+	42	9791
+	43	10157
+	44	10537
+	45	10519
+	46	10656
+	47	10786
+	48	11050
+	49	11284
+	50	11683
+	51	12010
+	52	12320
+	53	12503
+	54	12833
+	55	12641
+	56	12571
+	57	12904
+	58	13638
+	59	12937
+	60	13330
+	61	12255
+	62	12470
+	63	12665
+	64	12480
+	65	1562
+	66	4341
+	67	12904
+	68	38449
+	69	131491
+	70	243330
+	71	1194
+	72	224
+	73	49
+	74	29
-	29	19
-	30	3570
-	31	4158
-	32	4669
-	33	5124
-	34	5312
-	35	5648
-	36	6188
-	37	6720
-	38	7224
-	39	7921
-	40	8505
-	41	9181
-	42	9801
-	43	10250
-	44	10472
-	45	10590
-	46	10691
-	47	10814
-	48	10917
-	49	11163
-	50	11733
-	51	12085
-	52	12471
-	53	12896
-	54	12816
-	55	12282
-	56	12581
-	57	12715
-	58	13460
-	59	13236
-	60	13401
-	61	12152
-	62	12336
-	63	12533
-	64	12495
-	65	1595
-	66	4377
-	67	12990
-	68	38346
-	69	132592
-	70	243075
-	71	1241
-	72	220
-	73	70
-	74	26
