# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-40/bam/J-40.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	3
+	30	2743
+	31	3015
+	32	3182
+	33	2859
+	34	2680
+	35	2596
+	36	2525
+	37	2812
+	38	2944
+	39	3360
+	40	3996
+	41	4442
+	42	4594
+	43	4491
+	44	3923
+	45	3700
+	46	3586
+	47	3801
+	48	4163
+	49	4589
+	50	5170
+	51	5699
+	52	6189
+	53	6175
+	54	5937
+	55	5749
+	56	5632
+	57	6086
+	58	7078
+	59	6974
+	60	7867
+	61	7747
+	62	8699
+	63	9040
+	64	8696
+	65	2678
+	66	7184
+	67	19884
+	68	52608
+	69	140476
+	70	247900
+	71	1631
+	72	345
+	73	77
+	74	44
-	29	6
-	30	2787
-	31	3176
-	32	3188
-	33	3090
-	34	2635
-	35	2551
-	36	2507
-	37	2656
-	38	3025
-	39	3306
-	40	3906
-	41	4359
-	42	4565
-	43	4451
-	44	4057
-	45	3609
-	46	3775
-	47	3861
-	48	4154
-	49	4651
-	50	5251
-	51	5800
-	52	6147
-	53	6220
-	54	6055
-	55	5610
-	56	5762
-	57	6078
-	58	7050
-	59	7121
-	60	8032
-	61	7769
-	62	8711
-	63	9124
-	64	8510
-	65	2698
-	66	7121
-	67	20062
-	68	52688
-	69	140180
-	70	246997
-	71	1671
-	72	371
-	73	83
-	74	27
