# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-05/bam/J-05.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	19
+	30	6194
+	31	6966
+	32	7615
+	33	8327
+	34	9450
+	35	10091
+	36	10971
+	37	12187
+	38	13682
+	39	15065
+	40	16499
+	41	17899
+	42	18752
+	43	20130
+	44	21011
+	45	21830
+	46	22745
+	47	23946
+	48	25394
+	49	26482
+	50	27634
+	51	28721
+	52	29905
+	53	30314
+	54	30834
+	55	31232
+	56	31586
+	57	33344
+	58	35896
+	59	34397
+	60	35790
+	61	32534
+	62	33278
+	63	33739
+	64	33188
+	65	4053
+	66	11361
+	67	33688
+	68	99265
+	69	347843
+	70	653278
+	71	3652
+	72	687
+	73	147
+	74	71
-	28	1
-	29	13
-	30	6465
-	31	6977
-	32	7775
-	33	8584
-	34	9098
-	35	10177
-	36	11073
-	37	12389
-	38	13459
-	39	15348
-	40	16669
-	41	17941
-	42	19046
-	43	20035
-	44	20893
-	45	21925
-	46	22828
-	47	24063
-	48	25539
-	49	26295
-	50	27632
-	51	28715
-	52	29938
-	53	30098
-	54	30911
-	55	30854
-	56	31759
-	57	33083
-	58	35998
-	59	34964
-	60	35709
-	61	32544
-	62	33031
-	63	33609
-	64	32785
-	65	4045
-	66	11518
-	67	34065
-	68	98961
-	69	346835
-	70	653845
-	71	3692
-	72	709
-	73	156
-	74	79
