# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-25/bam/J-25.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	1
+	30	508
+	31	529
+	32	597
+	33	600
+	34	655
+	35	740
+	36	788
+	37	824
+	38	946
+	39	1030
+	40	1044
+	41	1140
+	42	1296
+	43	1333
+	44	1372
+	45	1500
+	46	1534
+	47	1602
+	48	1712
+	49	1683
+	50	1823
+	51	1817
+	52	1981
+	53	2019
+	54	2036
+	55	2046
+	56	2194
+	57	2135
+	58	2255
+	59	2240
+	60	2300
+	61	2245
+	62	2066
+	63	2201
+	64	1870
+	65	420
+	66	969
+	67	2662
+	68	7273
+	69	21832
+	70	26906
+	71	245
+	72	53
+	73	20
+	74	3
-	29	3
-	30	474
-	31	539
-	32	589
-	33	611
-	34	597
-	35	734
-	36	772
-	37	945
-	38	887
-	39	1071
-	40	1072
-	41	1110
-	42	1273
-	43	1255
-	44	1371
-	45	1349
-	46	1530
-	47	1626
-	48	1628
-	49	1782
-	50	1818
-	51	1865
-	52	2037
-	53	2048
-	54	2014
-	55	2124
-	56	2109
-	57	2213
-	58	2312
-	59	2295
-	60	2228
-	61	2152
-	62	2095
-	63	2211
-	64	1975
-	65	397
-	66	1015
-	67	2623
-	68	7487
-	69	21760
-	70	26549
-	71	244
-	72	53
-	73	18
-	74	3
