# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-22/bam/J-22.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	3
+	29	36
+	30	28376
+	31	32477
+	32	34904
+	33	36589
+	34	37545
+	35	38125
+	36	40373
+	37	43530
+	38	47807
+	39	52729
+	40	58425
+	41	64107
+	42	68058
+	43	69581
+	44	70303
+	45	70334
+	46	71047
+	47	73228
+	48	76094
+	49	80373
+	50	85810
+	51	91078
+	52	94815
+	53	94994
+	54	95605
+	55	93601
+	56	94048
+	57	97770
+	58	103272
+	59	101643
+	60	106812
+	61	101980
+	62	104945
+	63	104237
+	64	94485
+	65	24514
+	66	61960
+	67	164253
+	68	435531
+	69	1205568
+	70	1527821
+	71	11823
+	72	3114
+	73	692
+	74	208
-	28	3
-	29	35
-	30	28607
-	31	32171
-	32	35040
-	33	36529
-	34	37316
-	35	38365
-	36	41067
-	37	43649
-	38	47662
-	39	52645
-	40	58064
-	41	63959
-	42	68369
-	43	69652
-	44	69591
-	45	70108
-	46	71232
-	47	72983
-	48	76447
-	49	80411
-	50	85920
-	51	91481
-	52	95014
-	53	95765
-	54	95626
-	55	93164
-	56	93332
-	57	97481
-	58	103889
-	59	101725
-	60	107053
-	61	102741
-	62	105442
-	63	104420
-	64	94499
-	65	24938
-	66	62301
-	67	163781
-	68	434069
-	69	1205986
-	70	1530181
-	71	11802
-	72	3055
-	73	703
-	74	199
