# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-73/bam/J-73.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	9
+	29	69
+	30	59897
+	31	62743
+	32	61818
+	33	57512
+	34	50748
+	35	45901
+	36	43911
+	37	43154
+	38	42622
+	39	42906
+	40	43296
+	41	43511
+	42	43826
+	43	41487
+	44	37736
+	45	33845
+	46	31537
+	47	29685
+	48	28501
+	49	27893
+	50	27537
+	51	26489
+	52	25718
+	53	24216
+	54	21197
+	55	18886
+	56	17029
+	57	16121
+	58	14732
+	59	13785
+	60	13587
+	61	13023
+	62	12456
+	63	11336
+	64	10573
+	65	9228
+	66	9427
+	67	11736
+	68	18073
+	69	35104
+	70	33606
+	71	200
+	72	30
+	73	9
+	74	2
-	28	10
-	29	67
-	30	59989
-	31	62350
-	32	62171
-	33	57266
-	34	50123
-	35	46119
-	36	43778
-	37	42942
-	38	42716
-	39	42811
-	40	43837
-	41	43712
-	42	43401
-	43	41526
-	44	37664
-	45	34056
-	46	31209
-	47	29747
-	48	28555
-	49	27872
-	50	27304
-	51	27038
-	52	25715
-	53	23852
-	54	21558
-	55	19153
-	56	17161
-	57	15809
-	58	14831
-	59	14073
-	60	13579
-	61	12683
-	62	12266
-	63	11665
-	64	10445
-	65	9269
-	66	9312
-	67	11731
-	68	17936
-	69	34906
-	70	33645
-	71	211
-	72	52
-	73	6
-	74	4
