# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-08/bam/J-08.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	2
+	29	30
+	30	10798
+	31	12132
+	32	13704
+	33	15287
+	34	16476
+	35	18165
+	36	20097
+	37	21884
+	38	24408
+	39	25791
+	40	27960
+	41	29557
+	42	31606
+	43	33378
+	44	34535
+	45	35973
+	46	36673
+	47	38376
+	48	39174
+	49	39999
+	50	41565
+	51	42791
+	52	43742
+	53	44109
+	54	44708
+	55	44416
+	56	45230
+	57	46297
+	58	48636
+	59	46786
+	60	47490
+	61	43307
+	62	43917
+	63	43655
+	64	42400
+	65	4110
+	66	11594
+	67	34104
+	68	101020
+	69	365290
+	70	686311
+	71	3673
+	72	816
+	73	157
+	74	75
-	28	2
-	29	38
-	30	10656
-	31	12209
-	32	13764
-	33	15219
-	34	16577
-	35	18151
-	36	19934
-	37	22017
-	38	24019
-	39	25889
-	40	27809
-	41	29727
-	42	31424
-	43	33529
-	44	34520
-	45	35752
-	46	36905
-	47	38361
-	48	39206
-	49	40585
-	50	41584
-	51	42329
-	52	43623
-	53	44146
-	54	44459
-	55	44308
-	56	44926
-	57	45890
-	58	48183
-	59	46848
-	60	47317
-	61	43532
-	62	43908
-	63	43582
-	64	42343
-	65	4183
-	66	11593
-	67	34580
-	68	101652
-	69	365252
-	70	685914
-	71	3657
-	72	717
-	73	173
-	74	81
