# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-61/bam/J-61.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	19
+	30	7648
+	31	8165
+	32	8631
+	33	8975
+	34	9087
+	35	9542
+	36	9969
+	37	10457
+	38	11268
+	39	11947
+	40	12586
+	41	13247
+	42	13977
+	43	14350
+	44	14829
+	45	15316
+	46	15811
+	47	16738
+	48	17451
+	49	18250
+	50	18682
+	51	19372
+	52	20009
+	53	20677
+	54	21148
+	55	21447
+	56	22040
+	57	22984
+	58	23326
+	59	23327
+	60	23421
+	61	23665
+	62	23869
+	63	24773
+	64	26667
+	65	27836
+	66	35534
+	67	57130
+	68	110782
+	69	263923
+	70	254122
+	71	2564
+	72	513
+	73	111
+	74	24
-	29	26
-	30	7427
-	31	8200
-	32	8747
-	33	8964
-	34	9284
-	35	9572
-	36	9964
-	37	10576
-	38	11286
-	39	12034
-	40	12409
-	41	13020
-	42	13896
-	43	14648
-	44	14800
-	45	15315
-	46	15894
-	47	16428
-	48	17231
-	49	17867
-	50	18923
-	51	19550
-	52	20105
-	53	20587
-	54	21320
-	55	21847
-	56	22254
-	57	23043
-	58	23010
-	59	22870
-	60	23273
-	61	23602
-	62	24248
-	63	25061
-	64	26611
-	65	27837
-	66	35637
-	67	57752
-	68	110843
-	69	265243
-	70	255154
-	71	2734
-	72	527
-	73	111
-	74	29
