# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-46/bam/J-46.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	10
+	30	4387
+	31	4949
+	32	5366
+	33	5992
+	34	6563
+	35	7318
+	36	7975
+	37	8577
+	38	9446
+	39	10183
+	40	10928
+	41	11720
+	42	12214
+	43	13195
+	44	13619
+	45	14089
+	46	14443
+	47	15121
+	48	15357
+	49	15776
+	50	16371
+	51	16881
+	52	17253
+	53	17390
+	54	17807
+	55	17935
+	56	18038
+	57	18913
+	58	20497
+	59	19362
+	60	20091
+	61	17793
+	62	18023
+	63	18393
+	64	17963
+	65	4308
+	66	12192
+	67	33331
+	68	93232
+	69	261260
+	70	490842
+	71	3866
+	72	724
+	73	173
+	74	62
-	28	3
-	29	15
-	30	4460
-	31	4955
-	32	5364
-	33	5812
-	34	6539
-	35	7041
-	36	7875
-	37	8508
-	38	9456
-	39	10277
-	40	10896
-	41	11630
-	42	12522
-	43	12975
-	44	13592
-	45	14118
-	46	14585
-	47	14868
-	48	15509
-	49	15917
-	50	16459
-	51	17100
-	52	17005
-	53	17613
-	54	17761
-	55	17787
-	56	18159
-	57	19033
-	58	20389
-	59	19351
-	60	19686
-	61	17894
-	62	18168
-	63	18280
-	64	17874
-	65	4512
-	66	12155
-	67	33354
-	68	93385
-	69	260920
-	70	491725
-	71	3969
-	72	694
-	73	159
-	74	64
