# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-42/bam/J-42.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	5
+	29	58
+	30	24905
+	31	27710
+	32	29254
+	33	30559
+	34	31858
+	35	33462
+	36	36801
+	37	40333
+	38	45958
+	39	51891
+	40	58219
+	41	62723
+	42	65315
+	43	65629
+	44	66046
+	45	67595
+	46	70108
+	47	73063
+	48	77034
+	49	81975
+	50	87212
+	51	91506
+	52	91568
+	53	89588
+	54	88054
+	55	86619
+	56	87341
+	57	90339
+	58	95303
+	59	94509
+	60	97745
+	61	93173
+	62	92957
+	63	90942
+	64	83028
+	65	14579
+	66	38688
+	67	107890
+	68	296190
+	69	855786
+	70	1605963
+	71	11566
+	72	2501
+	73	537
+	74	208
-	28	5
-	29	52
-	30	24954
-	31	27938
-	32	29259
-	33	30210
-	34	31998
-	35	33643
-	36	36781
-	37	40832
-	38	46039
-	39	52175
-	40	58258
-	41	62605
-	42	65235
-	43	65620
-	44	66504
-	45	67860
-	46	69081
-	47	73308
-	48	77052
-	49	81933
-	50	87558
-	51	91590
-	52	91994
-	53	90202
-	54	88590
-	55	87514
-	56	87801
-	57	89832
-	58	96585
-	59	94367
-	60	98641
-	61	93233
-	62	92982
-	63	90419
-	64	82732
-	65	14749
-	66	38742
-	67	106817
-	68	296944
-	69	856389
-	70	1603670
-	71	11629
-	72	2382
-	73	497
-	74	206
