# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-66/bam/J-66.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	20
+	30	2182
+	31	2434
+	32	2658
+	33	2900
+	34	2966
+	35	3188
+	36	3497
+	37	3769
+	38	4037
+	39	4434
+	40	4696
+	41	5092
+	42	5250
+	43	5499
+	44	5467
+	45	5772
+	46	5966
+	47	6247
+	48	6428
+	49	6744
+	50	6814
+	51	7186
+	52	7258
+	53	7582
+	54	7714
+	55	7835
+	56	7782
+	57	8257
+	58	8077
+	59	7962
+	60	8163
+	61	8254
+	62	8513
+	63	8891
+	64	9822
+	65	10796
+	66	15287
+	67	28302
+	68	60388
+	69	145452
+	70	148262
+	71	1046
+	72	194
+	73	48
+	74	15
-	28	2
-	29	21
-	30	2133
-	31	2447
-	32	2584
-	33	2911
-	34	3008
-	35	3223
-	36	3512
-	37	3775
-	38	4021
-	39	4346
-	40	4713
-	41	4958
-	42	5294
-	43	5492
-	44	5688
-	45	5770
-	46	5882
-	47	6129
-	48	6394
-	49	6525
-	50	6941
-	51	7136
-	52	7247
-	53	7415
-	54	7700
-	55	7819
-	56	7830
-	57	8214
-	58	8190
-	59	8191
-	60	8179
-	61	8448
-	62	8605
-	63	8996
-	64	9895
-	65	10744
-	66	15356
-	67	28329
-	68	60763
-	69	146098
-	70	148076
-	71	1004
-	72	202
-	73	56
-	74	12
