# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-35/bam/J-35.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	7
+	30	2916
+	31	3105
+	32	3079
+	33	3288
+	34	3129
+	35	3054
+	36	3299
+	37	3408
+	38	3787
+	39	4060
+	40	4643
+	41	4837
+	42	4938
+	43	4721
+	44	4454
+	45	4468
+	46	4107
+	47	4142
+	48	4226
+	49	4469
+	50	4695
+	51	4728
+	52	4657
+	53	4673
+	54	4257
+	55	3974
+	56	3878
+	57	3942
+	58	3957
+	59	4030
+	60	3977
+	61	3913
+	62	3897
+	63	3691
+	64	3424
+	65	553
+	66	1373
+	67	3748
+	68	11033
+	69	31537
+	70	59408
+	71	480
+	72	123
+	73	31
+	74	13
-	28	2
-	29	7
-	30	2858
-	31	3097
-	32	3152
-	33	3140
-	34	3191
-	35	3163
-	36	3364
-	37	3421
-	38	3740
-	39	4130
-	40	4495
-	41	4936
-	42	4925
-	43	4557
-	44	4592
-	45	4413
-	46	4129
-	47	4188
-	48	4268
-	49	4418
-	50	4650
-	51	4764
-	52	4662
-	53	4544
-	54	4302
-	55	4195
-	56	3824
-	57	3929
-	58	4065
-	59	3928
-	60	4095
-	61	3929
-	62	3779
-	63	3597
-	64	3225
-	65	532
-	66	1387
-	67	3802
-	68	10934
-	69	32102
-	70	58971
-	71	541
-	72	116
-	73	21
-	74	12
