# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-62/bam/J-62.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	3
+	29	15
+	30	5939
+	31	6469
+	32	6821
+	33	7333
+	34	7531
+	35	8121
+	36	8766
+	37	9149
+	38	10111
+	39	10543
+	40	11247
+	41	11737
+	42	12417
+	43	12642
+	44	12725
+	45	12924
+	46	12804
+	47	13236
+	48	13481
+	49	13541
+	50	14007
+	51	14370
+	52	14573
+	53	14629
+	54	14575
+	55	14546
+	56	14314
+	57	14320
+	58	14315
+	59	13825
+	60	13853
+	61	13927
+	62	13931
+	63	14392
+	64	15046
+	65	15562
+	66	20329
+	67	33731
+	68	67440
+	69	158796
+	70	158776
+	71	707
+	72	172
+	73	28
+	74	14
-	28	2
-	29	18
-	30	5791
-	31	6452
-	32	7069
-	33	7289
-	34	7667
-	35	8250
-	36	8591
-	37	9196
-	38	9758
-	39	10487
-	40	11116
-	41	11775
-	42	12324
-	43	12573
-	44	12712
-	45	12676
-	46	13213
-	47	13269
-	48	13522
-	49	13753
-	50	13795
-	51	14334
-	52	14443
-	53	14604
-	54	14416
-	55	14244
-	56	14427
-	57	14220
-	58	14485
-	59	13957
-	60	14186
-	61	13923
-	62	13960
-	63	14534
-	64	14896
-	65	15712
-	66	20364
-	67	33944
-	68	67173
-	69	159012
-	70	159477
-	71	703
-	72	123
-	73	39
-	74	24
