# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/JDS3_02/J-59/bam/J-59.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	25
+	30	3786
+	31	3788
+	32	3830
+	33	3725
+	34	3662
+	35	3811
+	36	3776
+	37	3846
+	38	3769
+	39	3885
+	40	3824
+	41	3743
+	42	3700
+	43	3630
+	44	3534
+	45	3413
+	46	3371
+	47	3296
+	48	3265
+	49	3172
+	50	3178
+	51	3049
+	52	2947
+	53	2915
+	54	2783
+	55	2566
+	56	2565
+	57	2588
+	58	2590
+	59	2486
+	60	2309
+	61	2219
+	62	2107
+	63	2033
+	64	1742
+	65	120
+	66	323
+	67	975
+	68	2872
+	69	10339
+	70	14337
+	71	132
+	72	13
+	73	3
+	74	1
-	28	2
-	29	17
-	30	3719
-	31	3761
-	32	3864
-	33	3787
-	34	3759
-	35	3853
-	36	3865
-	37	3905
-	38	3842
-	39	3847
-	40	3816
-	41	3693
-	42	3738
-	43	3661
-	44	3553
-	45	3559
-	46	3357
-	47	3247
-	48	3206
-	49	3026
-	50	3198
-	51	3091
-	52	3016
-	53	2864
-	54	2738
-	55	2632
-	56	2585
-	57	2517
-	58	2559
-	59	2417
-	60	2361
-	61	2196
-	62	2138
-	63	2011
-	64	1786
-	65	124
-	66	337
-	67	965
-	68	2752
-	69	10308
-	70	14162
-	71	123
-	72	7
-	73	4
-	74	2
