# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-41/bam/J-41.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	8
+	30	526
+	31	595
+	32	633
+	33	647
+	34	699
+	35	692
+	36	745
+	37	823
+	38	852
+	39	893
+	40	951
+	41	1088
+	42	1145
+	43	1151
+	44	1233
+	45	1281
+	46	1245
+	47	1265
+	48	1289
+	49	1324
+	50	1360
+	51	1428
+	52	1499
+	53	1518
+	54	1501
+	55	1573
+	56	1448
+	57	1534
+	58	1702
+	59	1583
+	60	1521
+	61	1408
+	62	1486
+	63	1467
+	64	1376
+	65	312
+	66	825
+	67	2439
+	68	6719
+	69	19151
+	70	35197
+	71	245
+	72	42
+	73	13
+	74	9
-	29	11
-	30	529
-	31	598
-	32	625
-	33	625
-	34	688
-	35	705
-	36	801
-	37	839
-	38	805
-	39	910
-	40	968
-	41	1086
-	42	1144
-	43	1141
-	44	1227
-	45	1242
-	46	1194
-	47	1279
-	48	1271
-	49	1349
-	50	1415
-	51	1415
-	52	1498
-	53	1469
-	54	1394
-	55	1412
-	56	1487
-	57	1566
-	58	1626
-	59	1554
-	60	1547
-	61	1433
-	62	1485
-	63	1443
-	64	1453
-	65	311
-	66	884
-	67	2343
-	68	6715
-	69	18930
-	70	35097
-	71	229
-	72	48
-	73	9
-	74	5
