# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-28/bam/J-28.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	8
+	30	1444
+	31	1991
+	32	2133
+	33	2192
+	34	1807
+	35	1511
+	36	1494
+	37	1613
+	38	1835
+	39	2184
+	40	2574
+	41	3072
+	42	3457
+	43	3442
+	44	3227
+	45	2923
+	46	2709
+	47	2863
+	48	3178
+	49	3462
+	50	4011
+	51	4563
+	52	4881
+	53	4937
+	54	4638
+	55	4213
+	56	3878
+	57	4014
+	58	4401
+	59	4357
+	60	4894
+	61	5268
+	62	5696
+	63	5877
+	64	4889
+	65	675
+	66	1781
+	67	4589
+	68	12329
+	69	34884
+	70	43488
+	71	318
+	72	70
+	73	9
+	74	5
-	29	4
-	30	1448
-	31	1871
-	32	2148
-	33	2151
-	34	1819
-	35	1554
-	36	1462
-	37	1620
-	38	1851
-	39	2227
-	40	2597
-	41	3072
-	42	3449
-	43	3472
-	44	3194
-	45	2891
-	46	2785
-	47	2871
-	48	3158
-	49	3511
-	50	3962
-	51	4506
-	52	4916
-	53	4832
-	54	4745
-	55	4163
-	56	3956
-	57	4086
-	58	4347
-	59	4482
-	60	5013
-	61	5268
-	62	5687
-	63	5872
-	64	4995
-	65	695
-	66	1713
-	67	4628
-	68	12011
-	69	35222
-	70	43896
-	71	323
-	72	73
-	73	20
-	74	3
