# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-17/bam/J-17.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	6
+	30	106
+	31	104
+	32	172
+	33	162
+	34	171
+	35	210
+	36	208
+	37	242
+	38	281
+	39	306
+	40	321
+	41	343
+	42	363
+	43	412
+	44	435
+	45	452
+	46	473
+	47	434
+	48	470
+	49	485
+	50	494
+	51	534
+	52	529
+	53	593
+	54	546
+	55	540
+	56	589
+	57	583
+	58	642
+	59	605
+	60	644
+	61	589
+	62	614
+	63	572
+	64	616
+	65	227
+	66	624
+	67	1739
+	68	4632
+	69	12036
+	70	14611
+	71	137
+	72	21
+	73	6
-	28	1
-	29	5
-	30	126
-	31	129
-	32	158
-	33	146
-	34	172
-	35	197
-	36	210
-	37	225
-	38	282
-	39	289
-	40	298
-	41	337
-	42	379
-	43	380
-	44	404
-	45	443
-	46	470
-	47	474
-	48	487
-	49	470
-	50	471
-	51	539
-	52	500
-	53	565
-	54	585
-	55	573
-	56	542
-	57	637
-	58	658
-	59	594
-	60	673
-	61	583
-	62	611
-	63	607
-	64	657
-	65	260
-	66	667
-	67	1701
-	68	4514
-	69	11978
-	70	14708
-	71	129
-	72	20
-	73	8
-	74	4
