# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-64/bam/J-64.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	1
+	29	27
+	30	1120
+	31	1293
+	32	1268
+	33	1366
+	34	1446
+	35	1525
+	36	1616
+	37	1769
+	38	1927
+	39	2181
+	40	2275
+	41	2471
+	42	2514
+	43	2690
+	44	2817
+	45	2686
+	46	2847
+	47	2926
+	48	2994
+	49	3080
+	50	3219
+	51	3209
+	52	3380
+	53	3393
+	54	3265
+	55	3444
+	56	3295
+	57	3483
+	58	3409
+	59	3218
+	60	3300
+	61	3303
+	62	3289
+	63	3408
+	64	3591
+	65	3768
+	66	5067
+	67	8640
+	68	17461
+	69	42163
+	70	42729
+	71	238
+	72	53
+	73	14
+	74	10
-	28	1
-	29	24
-	30	1157
-	31	1226
-	32	1322
-	33	1398
-	34	1434
-	35	1521
-	36	1639
-	37	1734
-	38	1871
-	39	2055
-	40	2400
-	41	2407
-	42	2506
-	43	2671
-	44	2713
-	45	2774
-	46	2821
-	47	2890
-	48	2950
-	49	3058
-	50	3161
-	51	3237
-	52	3322
-	53	3397
-	54	3428
-	55	3354
-	56	3294
-	57	3435
-	58	3376
-	59	3295
-	60	3267
-	61	3275
-	62	3373
-	63	3499
-	64	3641
-	65	3855
-	66	5036
-	67	8691
-	68	17681
-	69	41632
-	70	42702
-	71	272
-	72	50
-	73	10
-	74	5
