# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-67/bam/J-67.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	2
+	29	64
+	30	17576
+	31	18897
+	32	19921
+	33	20607
+	34	21016
+	35	21199
+	36	21121
+	37	21297
+	38	21595
+	39	22246
+	40	22608
+	41	22995
+	42	23416
+	43	23460
+	44	23039
+	45	22156
+	46	21269
+	47	20306
+	48	19672
+	49	19376
+	50	18706
+	51	18371
+	52	17885
+	53	17119
+	54	16508
+	55	15420
+	56	14475
+	57	13639
+	58	13000
+	59	12222
+	60	11720
+	61	11172
+	62	10972
+	63	10768
+	64	10253
+	65	9904
+	66	10535
+	67	13930
+	68	22796
+	69	50575
+	70	43394
+	71	427
+	72	71
+	73	20
+	74	5
-	28	4
-	29	44
-	30	17367
-	31	18730
-	32	19958
-	33	20665
-	34	20995
-	35	20833
-	36	21114
-	37	21359
-	38	22122
-	39	22135
-	40	22705
-	41	23286
-	42	23373
-	43	23382
-	44	23194
-	45	22266
-	46	21426
-	47	20488
-	48	19951
-	49	19202
-	50	18812
-	51	18116
-	52	17743
-	53	17343
-	54	16738
-	55	15531
-	56	14346
-	57	13730
-	58	13307
-	59	12397
-	60	11684
-	61	11501
-	62	10968
-	63	10778
-	64	10394
-	65	9869
-	66	10784
-	67	13925
-	68	22819
-	69	50595
-	70	43634
-	71	393
-	72	96
-	73	28
-	74	4
