# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/JDS3_01/J-57/bam/J-57.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	28	4
+	29	42
+	30	2770
+	31	3200
+	32	3413
+	33	3519
+	34	3585
+	35	3780
+	36	4000
+	37	4108
+	38	4283
+	39	4545
+	40	4547
+	41	4674
+	42	4776
+	43	4798
+	44	4672
+	45	4462
+	46	4278
+	47	4166
+	48	3975
+	49	3895
+	50	3740
+	51	3598
+	52	3641
+	53	3326
+	54	3034
+	55	2942
+	56	2578
+	57	2604
+	58	2418
+	59	2222
+	60	2076
+	61	1905
+	62	1773
+	63	1633
+	64	1413
+	65	41
+	66	127
+	67	367
+	68	1063
+	69	4747
+	70	8406
+	71	54
+	72	10
+	73	4
+	74	3
-	28	1
-	29	42
-	30	2807
-	31	3239
-	32	3407
-	33	3544
-	34	3657
-	35	3814
-	36	4040
-	37	4171
-	38	4284
-	39	4485
-	40	4599
-	41	4663
-	42	4796
-	43	4670
-	44	4693
-	45	4438
-	46	4342
-	47	4210
-	48	3955
-	49	3824
-	50	3779
-	51	3686
-	52	3480
-	53	3296
-	54	3142
-	55	2834
-	56	2714
-	57	2569
-	58	2359
-	59	2229
-	60	2031
-	61	1941
-	62	1770
-	63	1671
-	64	1457
-	65	38
-	66	127
-	67	333
-	68	1126
-	69	4633
-	70	8443
-	71	55
-	72	10
-	73	3
