# table produced by mapDamage version 2.0.3
# using mapped file /ebc_data/cls83/Johns/J-19/bam/J-19.FINAL.hg19.dedup.RG.bam and /ebc_data/cls83/indexes/hs.build37.1.fa as reference file
# Std: strand of reads
Std	Length	Occurences 
+	29	2
+	30	556
+	31	618
+	32	709
+	33	743
+	34	680
+	35	621
+	36	691
+	37	759
+	38	837
+	39	902
+	40	977
+	41	1052
+	42	1147
+	43	1230
+	44	1192
+	45	1242
+	46	1251
+	47	1317
+	48	1443
+	49	1516
+	50	1558
+	51	1721
+	52	1852
+	53	1856
+	54	2117
+	55	2104
+	56	2200
+	57	2456
+	58	2940
+	59	2842
+	60	2992
+	61	2651
+	62	2875
+	63	3150
+	64	3547
+	65	2417
+	66	6232
+	67	16412
+	68	41890
+	69	107224
+	70	127936
+	71	766
+	72	156
+	73	38
+	74	19
-	29	2
-	30	559
-	31	619
-	32	746
-	33	784
-	34	675
-	35	712
-	36	659
-	37	705
-	38	787
-	39	866
-	40	979
-	41	1031
-	42	1184
-	43	1194
-	44	1260
-	45	1239
-	46	1280
-	47	1349
-	48	1427
-	49	1551
-	50	1682
-	51	1775
-	52	1824
-	53	1955
-	54	2018
-	55	2038
-	56	2223
-	57	2488
-	58	2963
-	59	2814
-	60	3052
-	61	2629
-	62	2802
-	63	3284
-	64	3637
-	65	2461
-	66	6323
-	67	16374
-	68	41629
-	69	106656
-	70	127626
-	71	777
-	72	165
-	73	37
-	74	15
